,basin,nse,bias,stdev,obs5,sim5,obs95,sim95,obs0,sim0,obsL,simL,obsH,simH,obsFDC,simFDC
317,06803530,0.6338353031003096,-0.2747783994748351,0.9854017807931683,0.04095138981938362,0.037183007308237495,0.6378966569900513,1.1990171687934985,0,0,3,31,174,311,-1.6561929535800028,-2.5843885062875978
318,06814000,0.6383385419810679,-0.20625715164520633,0.9439337370934953,0.0029754813062027106,0.01854536556809171,1.3052399754524195,1.9490216682976145,9,0,1073,280,538,591,-4.453563316282033,-3.4219531354218655
319,06847900,0.13687108264375614,-0.5160042797340747,0.3021519663675815,0.0,0.004301201365759009,0.020822741091251373,0.04344438417992917,604,0,1298,24,82,76,-3.5871819982796995,-1.3444622177274526
320,06853800,0.3033632525256321,-0.6758830096328424,0.8904551081206539,0.0001665254676481709,0.02243242281328946,0.20815683901309967,0.4637849266124746,186,0,1395,40,244,235,-5.140755360868896,-2.1340483355966735
321,06876700,0.32139007310372825,-0.5539356746797091,0.8905288537032255,0.0022887494415044785,0.03753712022304975,0.48752825856208665,0.6519873945886335,0,0,691,40,400,196,-3.2437618900455867,-2.1459760816540214
322,06878000,0.5060588826919274,-0.12357413505526285,0.8147421392530965,0.019530663266777992,0.03360711961057814,0.7749263048171997,1.0007585549462625,0,0,184,119,293,278,-2.3566806020297975,-2.5951702224621975
323,06879650,0.4758899444276625,-0.36739548485584,0.9190423414307526,0.0,0.1011815637244515,1.6659367799758784,1.8594258707983717,2814,0,2814,0,5479,208,-inf,-2.3693223994710504
324,06885500,0.7518740089350324,-0.08577784559571691,0.8089547965256155,0.00806734710931778,0.019821887790918716,1.4299948811530891,1.7947000853999335,0,0,534,254,514,570,-2.955360552821482,-3.5509080250521405
325,06888500,0.6494530264445868,-0.16667846085051455,1.0517234126611006,0.02971798926591873,0.06938585105542323,1.6763918280601486,2.055417525646003,0,0,458,83,288,247,-4.018758947214723,-2.854855580790868
326,06889200,0.5401280822173109,-0.13104863751711437,0.7654038835876683,0.008879495784640312,0.03605623044631878,1.6947152495384148,2.319841021023078,8,0,730,151,426,463,-3.7084105035525625,-3.1149523469882023
327,06889500,0.6884942572019164,-0.16245394980844877,0.871383633199978,0.013034924864768982,0.032904510207884555,1.6098132133483887,2.2278366749733194,0,0,517,210,394,459,-3.617946979133363,-3.2062887451482074
328,06892000,0.7567576388092496,-0.06764448787431225,0.7759294802338619,0.005586396437138319,0.04250570524907952,2.9794113636016846,2.9977685773017435,0,0,1030,227,580,502,-4.354747564839488,-3.3961137876328684
329,06903400,0.696018782794358,0.09643296516563397,0.8657217539389972,0.0005192483658902347,0.013962160869303868,4.664927387237538,2.9504652255809916,37,0,1509,712,938,647,-6.809137066263968,-4.581972764428047
330,06906800,0.6528414941934706,-0.19133139470115548,0.611151659239611,0.008005796000361443,0.15705009964902894,3.1901357650756554,3.4746933621580847,0,0,900,17,648,165,-5.05956616005207,-2.4032722981785968
331,06910800,0.743693671971055,-0.20025907582477864,0.9967511328696598,0.0004805247881449759,0.048515373282261645,1.9936439037322882,2.1453617046864633,113,0,1511,196,552,307,-5.82756194575574,-3.126894625532714
332,06911900,0.760122900897944,-0.28860539183272016,0.9128609733414095,0.0,0.0562756655257865,1.914933443069458,2.4045291134701356,288,0,1207,163,615,327,-5.018054510230461,-2.9253813379271487
